id,status,card_type,applied_date
APP-2026-08-001,COMPLETED,premium,2026-08-01 08:00:00
APP-2026-08-002,COMPLETED,platinum,2026-08-02 09:07:00
APP-2026-08-003,COMPLETED,premium,2026-08-03 10:14:00
APP-2026-08-004,COMPLETED,platinum,2026-08-04 11:21:00
APP-2026-08-005,COMPLETED,premium,2026-08-05 12:28:00
APP-2026-08-006,COMPLETED,platinum,2026-08-06 13:35:00
APP-2026-08-007,COMPLETED,premium,2026-08-07 14:42:00
APP-2026-08-008,COMPLETED,platinum,2026-08-08 15:49:00
APP-2026-08-009,COMPLETED,premium,2026-08-09 16:56:00
APP-2026-08-010,COMPLETED,platinum,2026-08-10 08:03:00
APP-2026-08-011,COMPLETED,premium,2026-08-11 09:10:00
APP-2026-08-012,COMPLETED,platinum,2026-08-12 10:17:00
APP-2026-08-013,REJECTED,premium,2026-08-13 11:24:00
APP-2026-08-014,REJECTED,platinum,2026-08-14 12:31:00
APP-2026-08-015,REJECTED,premium,2026-08-15 13:38:00
APP-2026-08-016,REJECTED,platinum,2026-08-16 14:45:00
APP-2026-08-017,REJECTED,premium,2026-08-17 15:52:00
APP-2026-08-018,IN_PROGRESS,platinum,2026-08-18 16:59:00
APP-2026-08-019,IN_PROGRESS,premium,2026-08-19 08:06:00
APP-2026-08-020,IN_PROGRESS,platinum,2026-08-20 09:13:00
APP-2026-08-021,IN_PROGRESS,premium,2026-08-21 10:20:00
APP-2026-08-022,IN_PROGRESS,platinum,2026-08-22 11:27:00
APP-2026-08-023,IN_PROGRESS,premium,2026-08-23 12:34:00
APP-2026-08-024,IN_PROGRESS,platinum,2026-08-24 13:41:00
APP-2026-08-025,IN_PROGRESS,premium,2026-08-25 14:48:00
