application_id,submitted_at,channel,product_code,requested_limit,status,steps_reached,stopped_at_step,decline_reason_code,decided_at,granted_limit,last_updated_at,age_band,residence_country,employment_status,annual_income,dti_ratio,credit_band,apr,screening_outcome,kyc_outcome,agreement_outcome
APP-2026-01055,2026-03-31T18:14:31Z,MOBILE_APP,CREDIT_CARD_STUDENT,8000,COMPLETED,8,,,2026-04-04T00:17:39Z,8000.0,2026-04-04T00:17:39Z,25-34,GB,PERMANENT,59000,0.43,C,24.9,,,SIGNED
APP-2026-01081,2026-04-03T10:13:30Z,WEB,CREDIT_CARD_STUDENT,500,COMPLETED,8,,,2026-04-04T00:25:01Z,500.0,2026-04-04T00:25:01Z,35-44,GB,PERMANENT,25500,0.47,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01088,2026-04-03T21:58:06Z,BRANCH,CREDIT_CARD_STUDENT,6250,IN_PROGRESS,5,agreement,,,,2026-04-04T00:39:19Z,18-24,GB,SELF_EMPLOYED,17500,0.48,D,19.9,CLEAR,VERIFIED,
APP-2026-01060,2026-04-01T16:18:08Z,MOBILE_APP,CREDIT_CARD_STUDENT,5000,COMPLETED,8,,,2026-04-04T00:57:57Z,5000.0,2026-04-04T00:57:57Z,35-44,DE,PERMANENT,70000,0.37,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01084,2026-04-03T11:38:54Z,BRANCH,CREDIT_CARD_STANDARD,500,COMPLETED,8,,,2026-04-04T01:35:42Z,500.0,2026-04-04T01:35:42Z,35-44,GB,PERMANENT,32500,0.39,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01068,2026-04-01T18:42:57Z,BRANCH,CREDIT_CARD_REWARDS,6750,COMPLETED,8,,,2026-04-04T02:48:16Z,5500.0,2026-04-04T02:48:16Z,45-54,GB,PERMANENT,20000,0.35,C,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-01066,2026-04-01T09:28:02Z,MOBILE_APP,CREDIT_CARD_STUDENT,20000,COMPLETED,8,,,2026-04-04T03:15:49Z,14500.0,2026-04-04T03:15:49Z,18-24,GB,SELF_EMPLOYED,52500,0.28,B,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-01094,2026-04-03T21:39:36Z,MOBILE_APP,CREDIT_CARD_STUDENT,8750,IN_PROGRESS,5,agreement,,,,2026-04-04T04:13:46Z,35-44,GB,PERMANENT,48000,0.21,A,24.9,CLEAR,VERIFIED,
APP-2026-01095,2026-04-03T21:52:40Z,WEB,CREDIT_CARD_STANDARD,9000,IN_PROGRESS,5,agreement,,,,2026-04-04T06:16:12Z,55-64,GB,PERMANENT,18000,0.31,D,24.9,CLEAR,VERIFIED,
APP-2026-01092,2026-04-03T20:11:06Z,MOBILE_APP,CREDIT_CARD_STUDENT,14750,REFERRED,4,credit,CRE_AFFORDABILITY_EXCEEDED,2026-04-04T06:36:53Z,,2026-04-04T06:36:53Z,45-54,DE,PERMANENT,16000,0.44,D,19.9,CLEAR,VERIFIED,
APP-2026-01090,2026-04-03T21:18:43Z,MOBILE_APP,CREDIT_CARD_REWARDS,8750,REJECTED,4,credit,CRE_AFFORDABILITY_EXCEEDED,2026-04-04T07:51:59Z,,2026-04-04T07:51:59Z,18-24,GB,STUDENT,8500,0.46,D,24.9,CLEAR,VERIFIED,
APP-2026-01065,2026-04-01T12:25:30Z,AGGREGATOR,CREDIT_CARD_STUDENT,750,COMPLETED,8,,,2026-04-04T08:48:18Z,750.0,2026-04-04T08:48:18Z,35-44,GB,PERMANENT,79000,0.32,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01064,2026-04-01T20:23:51Z,WEB,CREDIT_CARD_STUDENT,9750,REFERRED,7,card,CRD_BUREAU_UNAVAILABLE,2026-04-04T12:04:27Z,,2026-04-04T12:04:27Z,25-34,GB,PERMANENT,46000,0.4,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01101,2026-04-04T11:07:37Z,MOBILE_APP,CREDIT_CARD_STUDENT,10750,REFERRED,3,screening,SCR_HIGH_RISK_COUNTRY,2026-04-04T12:54:44Z,,2026-04-04T12:54:44Z,25-34,RU,STUDENT,5500,0.45,D,19.9,REVIEW,VERIFIED,
APP-2026-01070,2026-04-02T15:09:41Z,WEB,CREDIT_CARD_STANDARD,6500,COMPLETED,8,,,2026-04-04T15:54:40Z,6500.0,2026-04-04T15:54:40Z,45-54,GB,PERMANENT,90500,0.27,B,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-01058,2026-04-01T19:41:08Z,WEB,CREDIT_CARD_REWARDS,500,COMPLETED,8,,,2026-04-04T15:55:19Z,500.0,2026-04-04T15:55:19Z,65+,DE,PERMANENT,34000,0.38,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01097,2026-04-04T14:59:18Z,MOBILE_APP,CREDIT_CARD_STUDENT,2250,IN_PROGRESS,4,credit,,,,2026-04-04T19:09:08Z,55-64,GB,RETIRED,18000,0.23,D,24.9,CLEAR,VERIFIED,
APP-2026-01098,2026-04-04T15:14:18Z,MOBILE_APP,CREDIT_CARD_REWARDS,750,IN_PROGRESS,4,credit,,,,2026-04-04T19:25:45Z,35-44,GB,STUDENT,11000,0.46,D,24.9,CLEAR,VERIFIED,
APP-2026-01099,2026-04-04T13:29:27Z,WEB,CREDIT_CARD_REWARDS,9750,REJECTED,4,credit,CRE_INCOME_BELOW_MINIMUM,2026-04-04T20:39:20Z,,2026-04-04T20:39:20Z,45-54,ES,STUDENT,5500,0.29,D,24.9,CLEAR,VERIFIED,
APP-2026-01100,2026-04-04T20:19:29Z,AGGREGATOR,CREDIT_CARD_REWARDS,21750,REFERRED,3,screening,SCR_HIGH_RISK_COUNTRY,2026-04-04T22:29:05Z,,2026-04-04T22:29:05Z,25-34,GB,PERMANENT,24500,0.28,C,19.9,REVIEW,VERIFIED,
APP-2026-01076,2026-04-02T20:13:46Z,WEB,CREDIT_CARD_STANDARD,3000,COMPLETED,8,,,2026-04-04T23:01:26Z,3000.0,2026-04-04T23:01:26Z,45-54,GB,CONTRACT,67000,0.31,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01096,2026-04-04T21:19:20Z,MOBILE_APP,CREDIT_CARD_STUDENT,22000,IN_PROGRESS,4,credit,,,,2026-04-04T23:10:17Z,18-24,GB,PERMANENT,21000,0.28,C,19.9,CLEAR,VERIFIED,
