application_id,submitted_at,channel,product_code,requested_limit,status,steps_reached,stopped_at_step,decline_reason_code,decided_at,granted_limit,last_updated_at,age_band,residence_country,employment_status,annual_income,dti_ratio,credit_band,apr,screening_outcome,kyc_outcome,agreement_outcome
APP-2026-01361,2026-04-28T12:04:14Z,WEB,CREDIT_CARD_STUDENT,19250,COMPLETED,8,,,2026-04-30T01:05:01Z,8250.0,2026-04-30T01:05:01Z,18-24,GB,CONTRACT,30000,0.42,C,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-01379,2026-04-29T11:01:30Z,MOBILE_APP,CREDIT_CARD_STANDARD,1500,COMPLETED,8,,,2026-04-30T02:27:26Z,1500.0,2026-04-30T02:27:26Z,35-44,FR,PERMANENT,26500,0.25,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01370,2026-04-29T20:35:52Z,MOBILE_APP,CREDIT_CARD_STUDENT,2500,REJECTED,4,credit,CRE_INCOME_BELOW_MINIMUM,2026-04-30T04:23:41Z,,2026-04-30T04:23:41Z,35-44,DE,RETIRED,21000,0.46,D,24.9,CLEAR,VERIFIED,
APP-2026-01351,2026-04-27T16:02:54Z,WEB,CREDIT_CARD_STANDARD,4500,COMPLETED,8,,,2026-04-30T05:47:14Z,3750.0,2026-04-30T05:47:14Z,25-34,GB,RETIRED,13500,0.41,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01377,2026-04-29T21:55:16Z,MOBILE_APP,CREDIT_CARD_REWARDS,3500,IN_PROGRESS,5,agreement,,,,2026-04-30T05:53:10Z,45-54,NL,PERMANENT,38000,0.31,B,24.9,CLEAR,VERIFIED,
APP-2026-01357,2026-04-28T18:17:34Z,AGGREGATOR,CREDIT_CARD_REWARDS,8000,COMPLETED,8,,,2026-04-30T07:31:49Z,6500.0,2026-04-30T07:31:49Z,35-44,GB,PERMANENT,24000,0.3,C,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-01384,2026-04-30T10:45:27Z,MOBILE_APP,CREDIT_CARD_STUDENT,4000,IN_PROGRESS,5,agreement,,,,2026-04-30T13:32:34Z,55-64,GB,RETIRED,33000,0.27,B,24.9,CLEAR,VERIFIED,
APP-2026-01389,2026-04-30T11:55:18Z,MOBILE_APP,CREDIT_CARD_STANDARD,5000,REFERRED,2,kyc,KYC_LOW_CONFIDENCE,2026-04-30T13:52:45Z,,2026-04-30T13:52:45Z,25-34,IE,PERMANENT,36000,0.49,D,24.9,,REVIEW,
APP-2026-01360,2026-04-28T12:07:18Z,WEB,CREDIT_CARD_STUDENT,22750,COMPLETED,8,,,2026-04-30T13:59:33Z,6250.0,2026-04-30T13:59:33Z,65+,GB,PERMANENT,23000,0.49,D,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-01346,2026-04-26T10:14:41Z,MOBILE_APP,CREDIT_CARD_REWARDS,6250,REJECTED,3,screening,SCR_PARTIAL_MATCH,2026-04-30T15:35:56Z,,2026-04-30T15:35:56Z,18-24,GB,PERMANENT,45000,0.47,D,24.9,REVIEW,VERIFIED,
APP-2026-01394,2026-04-30T11:21:36Z,MOBILE_APP,CREDIT_CARD_STUDENT,6250,IN_PROGRESS,5,agreement,,,,2026-04-30T15:37:34Z,45-54,GB,PERMANENT,47000,0.33,B,24.9,CLEAR,VERIFIED,
APP-2026-01397,2026-04-30T14:53:55Z,WEB,CREDIT_CARD_STUDENT,9250,REFERRED,3,screening,SCR_PARTIAL_MATCH,2026-04-30T17:07:34Z,,2026-04-30T17:07:34Z,35-44,GB,PERMANENT,33500,0.43,C,24.9,REVIEW,VERIFIED,
APP-2026-01383,2026-04-30T16:56:54Z,MOBILE_APP,CREDIT_CARD_STUDENT,6250,REJECTED,1,policy,POL_CUSTOMER_BLOCKED,2026-04-30T17:44:56Z,,2026-04-30T17:44:56Z,35-44,GB,PERMANENT,37500,0.31,B,24.9,,,
APP-2026-01385,2026-04-30T11:02:30Z,MOBILE_APP,CREDIT_CARD_STUDENT,5250,IN_PROGRESS,5,agreement,,,,2026-04-30T19:09:23Z,35-44,GB,PERMANENT,68500,0.38,C,19.9,CLEAR,VERIFIED,
APP-2026-01366,2026-04-28T12:12:23Z,AGGREGATOR,CREDIT_CARD_STUDENT,7250,COMPLETED,8,,,2026-04-30T19:28:35Z,6250.0,2026-04-30T19:28:35Z,35-44,IE,PERMANENT,22500,0.21,C,24.9,CLEAR,VERIFIED,SIGNED
