application_id,submitted_at,channel,product_code,requested_limit,status,steps_reached,stopped_at_step,decline_reason_code,decided_at,granted_limit,last_updated_at,age_band,residence_country,employment_status,annual_income,dti_ratio,credit_band,apr,screening_outcome,kyc_outcome,agreement_outcome
APP-2026-01315,2026-04-23T19:51:09Z,MOBILE_APP,CREDIT_CARD_STANDARD,3500,IN_PROGRESS,5,agreement,,,,2026-04-24T00:24:24Z,55-64,GB,PERMANENT,35000,0.31,B,24.9,CLEAR,VERIFIED,
APP-2026-01318,2026-04-23T21:50:39Z,WEB,CREDIT_CARD_STANDARD,1750,IN_PROGRESS,5,agreement,,,,2026-04-24T01:20:37Z,35-44,GB,PERMANENT,36000,0.39,C,24.9,CLEAR,VERIFIED,
APP-2026-01309,2026-04-23T11:44:51Z,MOBILE_APP,CREDIT_CARD_REWARDS,4750,COMPLETED,8,,,2026-04-24T02:26:42Z,4750.0,2026-04-24T02:26:42Z,35-44,GB,PERMANENT,69000,0.34,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01308,2026-04-23T21:56:33Z,MOBILE_APP,CREDIT_CARD_STANDARD,16500,REJECTED,4,credit,CRE_INCOME_BELOW_MINIMUM,2026-04-24T05:25:26Z,,2026-04-24T05:25:26Z,25-34,GB,SELF_EMPLOYED,50500,0.27,B,19.9,CLEAR,VERIFIED,
APP-2026-01306,2026-04-22T20:35:42Z,WEB,CREDIT_CARD_REWARDS,21000,COMPLETED,8,,,2026-04-24T13:36:20Z,8250.0,2026-04-24T13:36:20Z,25-34,NL,PERMANENT,29500,0.49,D,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-01299,2026-04-22T10:35:09Z,MOBILE_APP,CREDIT_CARD_REWARDS,8000,COMPLETED,8,,,2026-04-24T14:21:29Z,4250.0,2026-04-24T14:21:29Z,45-54,GB,RETIRED,15500,0.41,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01328,2026-04-24T10:55:19Z,MOBILE_APP,CREDIT_CARD_STANDARD,7750,REJECTED,3,screening,SCR_EXACT_MATCH,2026-04-24T15:34:12Z,,2026-04-24T15:34:12Z,18-24,RU,PERMANENT,24500,0.52,D,24.9,HIT,VERIFIED,
APP-2026-01322,2026-04-24T11:01:50Z,AGGREGATOR,CREDIT_CARD_STANDARD,9250,IN_PROGRESS,5,agreement,,,,2026-04-24T17:31:36Z,55-64,GB,CONTRACT,55000,0.25,A,19.9,CLEAR,VERIFIED,
APP-2026-01295,2026-04-22T19:12:25Z,MOBILE_APP,CREDIT_CARD_STUDENT,1250,COMPLETED,8,,,2026-04-24T17:55:36Z,1250.0,2026-04-24T17:55:36Z,45-54,GB,PERMANENT,35000,0.33,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01330,2026-04-24T14:26:01Z,WEB,CREDIT_CARD_REWARDS,17500,IN_PROGRESS,5,agreement,,,,2026-04-24T19:15:02Z,35-44,GB,PERMANENT,45500,0.31,B,19.9,CLEAR,VERIFIED,
APP-2026-01320,2026-04-24T11:59:20Z,WEB,CREDIT_CARD_STANDARD,4250,IN_PROGRESS,5,agreement,,,,2026-04-24T19:58:08Z,25-34,GB,SELF_EMPLOYED,23500,0.29,C,24.9,CLEAR,VERIFIED,
APP-2026-01324,2026-04-24T13:16:57Z,WEB,CREDIT_CARD_STUDENT,7500,IN_PROGRESS,5,agreement,,,,2026-04-24T21:12:35Z,55-64,GB,RETIRED,25500,0.4,C,24.9,CLEAR,VERIFIED,
APP-2026-01325,2026-04-24T10:30:53Z,WEB,CREDIT_CARD_REWARDS,18000,REJECTED,4,credit,CRE_INCOME_BELOW_MINIMUM,2026-04-24T21:45:33Z,,2026-04-24T21:45:33Z,55-64,GB,STUDENT,4000,0.29,D,19.9,CLEAR,VERIFIED,
APP-2026-01321,2026-04-24T16:47:28Z,AGGREGATOR,CREDIT_CARD_STANDARD,9250,IN_PROGRESS,5,agreement,,,,2026-04-24T21:54:35Z,55-64,GB,SELF_EMPLOYED,53000,0.34,B,19.9,CLEAR,VERIFIED,
APP-2026-01327,2026-04-24T14:06:49Z,BRANCH,CREDIT_CARD_STUDENT,24250,IN_PROGRESS,5,agreement,,,,2026-04-24T22:22:06Z,45-54,GB,SELF_EMPLOYED,16500,0.27,D,19.9,CLEAR,VERIFIED,
APP-2026-01329,2026-04-24T18:28:29Z,MOBILE_APP,CREDIT_CARD_STANDARD,24000,IN_PROGRESS,4,credit,,,,2026-04-24T22:22:22Z,25-34,GB,RETIRED,16000,0.36,D,19.9,CLEAR,VERIFIED,
APP-2026-01323,2026-04-24T21:54:43Z,BRANCH,CREDIT_CARD_STANDARD,3250,IN_PROGRESS,2,kyc,,,,2026-04-24T22:43:06Z,65+,GB,PERMANENT,78000,0.33,B,24.9,,,
APP-2026-01312,2026-04-23T17:36:33Z,AGGREGATOR,CREDIT_CARD_REWARDS,2250,IN_PROGRESS,6,account,,,,2026-04-24T23:13:31Z,55-64,NL,STUDENT,8000,0.31,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01301,2026-04-22T12:11:46Z,WEB,CREDIT_CARD_REWARDS,10000,IN_PROGRESS,6,account,,,,2026-04-24T23:35:59Z,55-64,GB,SELF_EMPLOYED,19500,0.37,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01311,2026-04-23T14:21:41Z,MOBILE_APP,CREDIT_CARD_STANDARD,15750,IN_PROGRESS,6,account,,,,2026-04-24T23:52:51Z,35-44,DE,PERMANENT,71000,0.4,C,19.9,CLEAR,VERIFIED,SIGNED
