application_id,submitted_at,channel,product_code,requested_limit,status,steps_reached,stopped_at_step,decline_reason_code,decided_at,granted_limit,last_updated_at,age_band,residence_country,employment_status,annual_income,dti_ratio,credit_band,apr,screening_outcome,kyc_outcome,agreement_outcome
APP-2026-01245,2026-04-17T18:27:45Z,BRANCH,CREDIT_CARD_STANDARD,6000,COMPLETED,8,,,2026-04-21T00:18:48Z,6000.0,2026-04-21T00:18:48Z,45-54,GB,PERMANENT,36000,0.45,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01282,2026-04-20T18:14:01Z,BRANCH,CREDIT_CARD_STUDENT,500,IN_PROGRESS,5,agreement,,,,2026-04-21T00:25:04Z,35-44,GB,RETIRED,18500,0.21,D,24.9,CLEAR,VERIFIED,
APP-2026-01255,2026-04-18T16:16:31Z,MOBILE_APP,CREDIT_CARD_STUDENT,21750,COMPLETED,8,,,2026-04-21T01:29:06Z,8750.0,2026-04-21T01:29:06Z,18-24,GB,PERMANENT,32000,0.34,B,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-01283,2026-04-20T18:18:40Z,MOBILE_APP,CREDIT_CARD_STUDENT,9000,IN_PROGRESS,5,agreement,,,,2026-04-21T02:49:40Z,18-24,GB,SELF_EMPLOYED,30500,0.34,B,24.9,CLEAR,VERIFIED,
APP-2026-01269,2026-04-19T19:25:54Z,MOBILE_APP,CREDIT_CARD_REWARDS,1500,REJECTED,5,agreement,AGR_DECLINED_BY_CUSTOMER,2026-04-21T05:03:28Z,,2026-04-21T05:03:28Z,65+,GB,PERMANENT,55500,0.32,B,24.9,CLEAR,VERIFIED,DECLINED
APP-2026-01280,2026-04-20T21:01:13Z,AGGREGATOR,CREDIT_CARD_STANDARD,3250,REJECTED,4,credit,CRE_INCOME_BELOW_MINIMUM,2026-04-21T05:16:14Z,,2026-04-21T05:16:14Z,35-44,GB,CONTRACT,34000,0.55,E,24.9,CLEAR,VERIFIED,
APP-2026-01254,2026-04-18T10:37:42Z,WEB,CREDIT_CARD_REWARDS,6250,COMPLETED,8,,,2026-04-21T08:57:24Z,6250.0,2026-04-21T08:57:24Z,45-54,NL,PERMANENT,25000,0.38,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01279,2026-04-20T16:55:56Z,BRANCH,CREDIT_CARD_STANDARD,5500,COMPLETED,8,,,2026-04-21T12:19:30Z,5500.0,2026-04-21T12:19:30Z,45-54,GB,PERMANENT,89500,0.32,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01287,2026-04-21T10:55:11Z,WEB,CREDIT_CARD_REWARDS,9500,IN_PROGRESS,5,agreement,,,,2026-04-21T13:59:53Z,25-34,GB,PERMANENT,29000,0.45,C,19.9,CLEAR,VERIFIED,
APP-2026-01284,2026-04-20T13:44:56Z,MOBILE_APP,CREDIT_CARD_REWARDS,9750,COMPLETED,8,,,2026-04-21T14:05:30Z,5250.0,2026-04-21T14:05:30Z,25-34,DE,PERMANENT,19500,0.29,D,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-01290,2026-04-21T12:31:16Z,WEB,CREDIT_CARD_STANDARD,3000,FAILED,2,kyc,KYC_PROVIDER_UNAVAILABLE,2026-04-21T14:51:34Z,,2026-04-21T14:51:34Z,45-54,GB,PERMANENT,42500,0.37,C,24.9,,FAILED,
APP-2026-01292,2026-04-21T11:58:13Z,BRANCH,CREDIT_CARD_REWARDS,9750,REJECTED,4,credit,CRE_INCOME_BELOW_MINIMUM,2026-04-21T15:19:09Z,,2026-04-21T15:19:09Z,25-34,GB,STUDENT,14500,0.22,D,24.9,CLEAR,VERIFIED,
APP-2026-01274,2026-04-20T15:01:41Z,MOBILE_APP,CREDIT_CARD_STUDENT,1500,FAILED,7,card,CRD_BUREAU_UNAVAILABLE,2026-04-21T15:23:32Z,,2026-04-21T15:23:32Z,65+,GB,PERMANENT,58500,0.5,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01275,2026-04-20T21:32:26Z,BRANCH,CREDIT_CARD_REWARDS,4000,COMPLETED,8,,,2026-04-21T16:41:13Z,4000.0,2026-04-21T16:41:13Z,25-34,GB,PERMANENT,42500,0.37,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01277,2026-04-20T16:08:46Z,MOBILE_APP,CREDIT_CARD_STUDENT,21500,IN_PROGRESS,7,card,,,,2026-04-21T20:53:48Z,25-34,GB,PERMANENT,81000,0.44,C,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-01291,2026-04-21T14:01:33Z,MOBILE_APP,CREDIT_CARD_STUDENT,16250,REJECTED,4,credit,CRE_INCOME_BELOW_MINIMUM,2026-04-21T20:54:18Z,,2026-04-21T20:54:18Z,25-34,GB,CONTRACT,41500,0.34,B,19.9,CLEAR,VERIFIED,
APP-2026-01289,2026-04-21T17:08:07Z,WEB,CREDIT_CARD_REWARDS,3250,REFERRED,4,credit,CRE_AFFORDABILITY_EXCEEDED,2026-04-21T21:40:44Z,,2026-04-21T21:40:44Z,45-54,GB,RETIRED,28500,0.27,C,24.9,CLEAR,VERIFIED,
