id,status,card_type,applied_date
APP-2026-09-001,COMPLETED,platinum,2026-09-01 08:00:00
APP-2026-09-002,COMPLETED,premium,2026-09-02 09:07:00
APP-2026-09-003,COMPLETED,platinum,2026-09-03 10:14:00
APP-2026-09-004,COMPLETED,premium,2026-09-04 11:21:00
APP-2026-09-005,COMPLETED,platinum,2026-09-05 12:28:00
APP-2026-09-006,COMPLETED,premium,2026-09-06 13:35:00
APP-2026-09-007,COMPLETED,platinum,2026-09-07 14:42:00
APP-2026-09-008,COMPLETED,premium,2026-09-08 15:49:00
APP-2026-09-009,COMPLETED,platinum,2026-09-09 16:56:00
APP-2026-09-010,REJECTED,premium,2026-09-10 08:03:00
APP-2026-09-011,REJECTED,platinum,2026-09-11 09:10:00
APP-2026-09-012,REJECTED,premium,2026-09-12 10:17:00
APP-2026-09-013,REJECTED,platinum,2026-09-13 11:24:00
APP-2026-09-014,REJECTED,premium,2026-09-14 12:31:00
APP-2026-09-015,REJECTED,platinum,2026-09-15 13:38:00
APP-2026-09-016,REJECTED,premium,2026-09-16 14:45:00
APP-2026-09-017,IN_PROGRESS,platinum,2026-09-17 15:52:00
APP-2026-09-018,IN_PROGRESS,premium,2026-09-18 16:59:00
APP-2026-09-019,IN_PROGRESS,platinum,2026-09-19 08:06:00
APP-2026-09-020,IN_PROGRESS,premium,2026-09-20 09:13:00
APP-2026-09-021,IN_PROGRESS,platinum,2026-09-21 10:20:00
APP-2026-09-022,IN_PROGRESS,premium,2026-09-22 11:27:00
APP-2026-09-023,IN_PROGRESS,platinum,2026-09-23 12:34:00
APP-2026-09-024,IN_PROGRESS,premium,2026-09-24 13:41:00
APP-2026-09-025,IN_PROGRESS,platinum,2026-09-25 14:48:00
