application_id,submitted_at,channel,product_code,requested_limit,status,steps_reached,stopped_at_step,decline_reason_code,decided_at,granted_limit,last_updated_at,age_band,residence_country,employment_status,annual_income,dti_ratio,credit_band,apr,screening_outcome,kyc_outcome,agreement_outcome
APP-2026-02301,2026-07-16T21:02:52Z,MOBILE_APP,CREDIT_CARD_STANDARD,10750,REJECTED,3,screening,SCR_EXACT_MATCH,2026-07-17T01:39:49Z,,2026-07-17T01:39:49Z,55-64,RU,CONTRACT,43000,0.42,C,19.9,HIT,VERIFIED,
APP-2026-02295,2026-07-16T12:26:24Z,WEB,CREDIT_CARD_STUDENT,5750,COMPLETED,8,,,2026-07-17T04:14:04Z,5750.0,2026-07-17T04:14:04Z,55-64,GB,PERMANENT,28500,0.45,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-02294,2026-07-16T16:31:26Z,MOBILE_APP,CREDIT_CARD_STUDENT,6250,COMPLETED,8,,,2026-07-17T04:37:40Z,6250.0,2026-07-17T04:37:40Z,35-44,GB,PERMANENT,101000,0.4,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-02300,2026-07-16T18:17:06Z,WEB,CREDIT_CARD_STANDARD,21000,COMPLETED,8,,,2026-07-17T05:59:03Z,12500.0,2026-07-17T05:59:03Z,35-44,ES,SELF_EMPLOYED,45500,0.52,D,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-02296,2026-07-16T20:48:23Z,MOBILE_APP,CREDIT_CARD_REWARDS,9750,COMPLETED,8,,,2026-07-17T10:21:22Z,9000.0,2026-07-17T10:21:22Z,35-44,NL,RETIRED,33000,0.32,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-02275,2026-07-14T11:00:12Z,WEB,CREDIT_CARD_REWARDS,7250,COMPLETED,8,,,2026-07-17T10:24:35Z,1000.0,2026-07-17T10:24:35Z,55-64,GB,UNEMPLOYED,4000,0.29,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-02310,2026-07-17T11:09:14Z,MOBILE_APP,CREDIT_CARD_STANDARD,7250,IN_PROGRESS,5,agreement,,,,2026-07-17T15:43:51Z,25-34,GB,PERMANENT,43500,0.3,B,24.9,CLEAR,VERIFIED,
APP-2026-02308,2026-07-17T10:37:51Z,MOBILE_APP,CREDIT_CARD_STUDENT,12750,REJECTED,4,credit,CRE_AFFORDABILITY_EXCEEDED,2026-07-17T15:50:06Z,,2026-07-17T15:50:06Z,25-34,DE,PERMANENT,23500,0.42,C,19.9,CLEAR,VERIFIED,
APP-2026-02290,2026-07-15T20:28:13Z,MOBILE_APP,CREDIT_CARD_STANDARD,10000,COMPLETED,8,,,2026-07-17T16:45:41Z,10000.0,2026-07-17T16:45:41Z,35-44,ES,PERMANENT,113000,0.33,B,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-02306,2026-07-17T10:21:56Z,BRANCH,CREDIT_CARD_STUDENT,15750,REJECTED,4,credit,CRE_AFFORDABILITY_EXCEEDED,2026-07-17T16:46:02Z,,2026-07-17T16:46:02Z,18-24,PL,PERMANENT,24000,0.51,D,19.9,CLEAR,VERIFIED,
APP-2026-02313,2026-07-17T10:34:55Z,MOBILE_APP,CREDIT_CARD_REWARDS,2750,IN_PROGRESS,5,agreement,,,,2026-07-17T17:32:23Z,35-44,FR,SELF_EMPLOYED,40500,0.24,B,24.9,CLEAR,VERIFIED,
APP-2026-02262,2026-07-13T13:15:24Z,WEB,CREDIT_CARD_REWARDS,18250,COMPLETED,8,,,2026-07-17T18:00:16Z,12000.0,2026-07-17T18:00:16Z,25-34,GB,CONTRACT,50000,0.32,B,19.9,,,SIGNED
APP-2026-02312,2026-07-17T15:20:12Z,MOBILE_APP,CREDIT_CARD_STANDARD,3500,REJECTED,3,screening,SCR_EXACT_MATCH,2026-07-17T18:16:51Z,,2026-07-17T18:16:51Z,25-34,GB,PERMANENT,94000,0.5,D,24.9,HIT,VERIFIED,
APP-2026-02311,2026-07-17T16:16:27Z,BRANCH,CREDIT_CARD_STANDARD,2500,REJECTED,4,credit,CRE_INCOME_BELOW_MINIMUM,2026-07-17T18:24:26Z,,2026-07-17T18:24:26Z,65+,GB,PERMANENT,15000,0.32,D,24.9,CLEAR,VERIFIED,
APP-2026-02305,2026-07-17T15:05:03Z,WEB,CREDIT_CARD_REWARDS,7500,IN_PROGRESS,5,agreement,,,,2026-07-17T19:30:23Z,35-44,GB,CONTRACT,59000,0.4,C,24.9,CLEAR,VERIFIED,
APP-2026-02309,2026-07-17T19:00:36Z,BRANCH,CREDIT_CARD_REWARDS,18750,REFERRED,0,verification,VER_INVALID_FIELD,2026-07-17T19:40:07Z,,2026-07-17T19:40:07Z,55-64,PL,PERMANENT,66000,0.48,D,19.9,,,
APP-2026-02315,2026-07-17T16:36:37Z,WEB,CREDIT_CARD_STUDENT,6250,IN_PROGRESS,5,agreement,,,,2026-07-17T20:26:59Z,55-64,IE,PERMANENT,33500,0.43,C,24.9,CLEAR,VERIFIED,
APP-2026-02316,2026-07-17T19:06:57Z,BRANCH,CREDIT_CARD_REWARDS,7500,REFERRED,2,kyc,KYC_LOW_CONFIDENCE,2026-07-17T20:44:16Z,,2026-07-17T20:44:16Z,18-24,DE,SELF_EMPLOYED,51500,0.39,C,19.9,,REVIEW,
APP-2026-02307,2026-07-17T14:16:43Z,WEB,CREDIT_CARD_STUDENT,3750,IN_PROGRESS,5,agreement,,,,2026-07-17T21:04:31Z,35-44,FR,RETIRED,27000,0.34,C,24.9,CLEAR,VERIFIED,
APP-2026-02304,2026-07-17T20:51:02Z,BRANCH,CREDIT_CARD_STANDARD,2000,REJECTED,0,verification,VER_INVALID_FIELD,2026-07-17T21:08:16Z,,2026-07-17T21:08:16Z,45-54,IE,PERMANENT,68000,0.29,B,24.9,,,
APP-2026-02283,2026-07-15T13:10:58Z,MOBILE_APP,CREDIT_CARD_STANDARD,14250,IN_PROGRESS,6,account,,,,2026-07-17T22:17:14Z,45-54,GB,CONTRACT,37000,0.27,B,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-02317,2026-07-17T21:04:57Z,BRANCH,CREDIT_CARD_STANDARD,9000,IN_PROGRESS,4,credit,,,,2026-07-17T22:59:12Z,35-44,GB,UNEMPLOYED,7000,0.4,D,24.9,CLEAR,VERIFIED,
APP-2026-02314,2026-07-17T21:27:41Z,WEB,CREDIT_CARD_REWARDS,21000,IN_PROGRESS,4,credit,,,,2026-07-17T23:06:29Z,35-44,PL,CONTRACT,34000,0.33,B,19.9,CLEAR,VERIFIED,
