application_id,submitted_at,channel,product_code,requested_limit,status,steps_reached,stopped_at_step,decline_reason_code,decided_at,granted_limit,last_updated_at,age_band,residence_country,employment_status,annual_income,dti_ratio,credit_band,apr,screening_outcome,kyc_outcome,agreement_outcome
APP-2026-00777,2026-03-10T15:56:53Z,WEB,CREDIT_CARD_STUDENT,6000,IN_PROGRESS,5,agreement,,,,2026-03-11T00:00:51Z,35-44,GB,PERMANENT,45500,0.4,C,24.9,CLEAR,VERIFIED,
APP-2026-00791,2026-03-10T20:21:33Z,BRANCH,CREDIT_CARD_STUDENT,500,IN_PROGRESS,5,agreement,,,,2026-03-11T00:27:13Z,25-34,GB,PERMANENT,62500,0.22,A,24.9,CLEAR,VERIFIED,
APP-2026-00790,2026-03-10T20:09:12Z,MOBILE_APP,CREDIT_CARD_STUDENT,500,IN_PROGRESS,5,agreement,,,,2026-03-11T01:44:06Z,35-44,GB,SELF_EMPLOYED,18000,0.5,D,24.9,CLEAR,VERIFIED,
APP-2026-00771,2026-03-09T13:46:15Z,WEB,CREDIT_CARD_STUDENT,7250,COMPLETED,8,,,2026-03-11T02:47:09Z,1500.0,2026-03-11T02:47:09Z,35-44,GB,UNEMPLOYED,6000,0.36,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00784,2026-03-10T20:29:13Z,BRANCH,CREDIT_CARD_STUDENT,9750,REJECTED,4,credit,CRE_AFFORDABILITY_EXCEEDED,2026-03-11T03:27:27Z,,2026-03-11T03:27:27Z,65+,GB,PERMANENT,56000,0.46,D,19.9,CLEAR,VERIFIED,
APP-2026-00780,2026-03-10T13:27:21Z,MOBILE_APP,CREDIT_CARD_REWARDS,14500,COMPLETED,8,,,2026-03-11T03:28:26Z,11000.0,2026-03-11T03:28:26Z,45-54,ES,CONTRACT,40000,0.43,C,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-00781,2026-03-10T11:44:45Z,MOBILE_APP,CREDIT_CARD_STANDARD,7250,COMPLETED,8,,,2026-03-11T09:36:10Z,7250.0,2026-03-11T09:36:10Z,25-34,GB,CONTRACT,40500,0.31,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00762,2026-03-08T19:00:19Z,MOBILE_APP,CREDIT_CARD_STANDARD,8250,COMPLETED,8,,,2026-03-11T10:19:53Z,8250.0,2026-03-11T10:19:53Z,25-34,IE,SELF_EMPLOYED,61500,0.3,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00797,2026-03-11T09:59:26Z,WEB,CREDIT_CARD_REWARDS,7000,REJECTED,4,credit,CRE_INCOME_BELOW_MINIMUM,2026-03-11T13:03:38Z,,2026-03-11T13:03:38Z,45-54,FR,STUDENT,9000,0.4,D,24.9,CLEAR,VERIFIED,
APP-2026-00758,2026-03-07T09:15:39Z,MOBILE_APP,CREDIT_CARD_STUDENT,9250,COMPLETED,8,,,2026-03-11T16:26:06Z,9250.0,2026-03-11T16:26:06Z,55-64,GB,PERMANENT,57000,0.19,A,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00786,2026-03-10T10:15:45Z,MOBILE_APP,CREDIT_CARD_STUDENT,18750,COMPLETED,8,,,2026-03-11T18:49:25Z,9500.0,2026-03-11T18:49:25Z,45-54,GB,PERMANENT,34500,0.36,C,19.9,CLEAR,VERIFIED,SIGNED
