application_id,submitted_at,channel,product_code,requested_limit,status,steps_reached,stopped_at_step,decline_reason_code,decided_at,granted_limit,last_updated_at,age_band,residence_country,employment_status,annual_income,dti_ratio,credit_band,apr,screening_outcome,kyc_outcome,agreement_outcome
APP-2026-01320,2026-04-24T11:59:20Z,WEB,CREDIT_CARD_STANDARD,4250,COMPLETED,8,,,2026-04-27T00:05:35Z,4250.0,2026-04-27T00:05:35Z,25-34,GB,SELF_EMPLOYED,23500,0.29,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01338,2026-04-25T12:18:26Z,MOBILE_APP,CREDIT_CARD_STUDENT,9500,COMPLETED,8,,,2026-04-27T00:25:50Z,8250.0,2026-04-27T00:25:50Z,25-34,GB,CONTRACT,29500,0.26,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01323,2026-04-24T21:54:43Z,BRANCH,CREDIT_CARD_REWARDS,3250,COMPLETED,8,,,2026-04-27T01:27:01Z,3250.0,2026-04-27T01:27:01Z,65+,GB,PERMANENT,78000,0.33,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01312,2026-04-23T17:36:33Z,AGGREGATOR,CREDIT_CARD_STUDENT,2250,REJECTED,6,account,ACC_CORE_UNAVAILABLE,2026-04-27T01:53:55Z,,2026-04-27T01:53:55Z,55-64,NL,STUDENT,8000,0.31,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01341,2026-04-26T17:27:31Z,MOBILE_APP,CREDIT_CARD_STUDENT,5750,IN_PROGRESS,5,agreement,,,,2026-04-27T03:41:07Z,25-34,GB,PERMANENT,26000,0.42,C,24.9,CLEAR,VERIFIED,
APP-2026-01345,2026-04-26T16:51:20Z,WEB,CREDIT_CARD_STUDENT,1500,COMPLETED,8,,,2026-04-27T05:09:32Z,1500.0,2026-04-27T05:09:32Z,25-34,GB,SELF_EMPLOYED,41000,0.25,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01336,2026-04-25T20:51:19Z,WEB,CREDIT_CARD_STANDARD,7500,COMPLETED,8,,,2026-04-27T07:32:50Z,7250.0,2026-04-27T07:32:50Z,18-24,GB,PERMANENT,26000,0.4,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01326,2026-04-24T18:59:54Z,WEB,CREDIT_CARD_STANDARD,11750,COMPLETED,8,,,2026-04-27T08:48:04Z,11750.0,2026-04-27T08:48:04Z,25-34,GB,PERMANENT,117500,0.32,B,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-01337,2026-04-25T10:50:54Z,MOBILE_APP,CREDIT_CARD_STUDENT,7750,COMPLETED,8,,,2026-04-27T09:19:00Z,7000.0,2026-04-27T09:19:00Z,35-44,GB,CONTRACT,25000,0.33,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01331,2026-04-25T19:12:00Z,MOBILE_APP,CREDIT_CARD_REWARDS,8250,COMPLETED,8,,,2026-04-27T11:35:51Z,8250.0,2026-04-27T11:35:51Z,25-34,GB,PERMANENT,101500,0.46,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01354,2026-04-27T11:25:12Z,WEB,CREDIT_CARD_STANDARD,500,REJECTED,0,verification,VER_INVALID_FIELD,2026-04-27T11:40:31Z,,2026-04-27T11:40:31Z,25-34,FR,PERMANENT,49000,0.34,B,24.9,,,
APP-2026-01349,2026-04-27T11:23:03Z,AGGREGATOR,CREDIT_CARD_STANDARD,10000,REJECTED,4,credit,CRE_AFFORDABILITY_EXCEEDED,2026-04-27T14:51:24Z,,2026-04-27T14:51:24Z,25-34,GB,PERMANENT,21500,0.21,C,24.9,CLEAR,VERIFIED,
APP-2026-01335,2026-04-25T16:58:40Z,MOBILE_APP,CREDIT_CARD_STANDARD,3000,COMPLETED,8,,,2026-04-27T16:39:07Z,3000.0,2026-04-27T16:39:07Z,25-34,FR,PERMANENT,30000,0.23,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01350,2026-04-27T17:02:35Z,MOBILE_APP,CREDIT_CARD_REWARDS,9750,IN_PROGRESS,4,credit,,,,2026-04-27T18:31:28Z,35-44,GB,SELF_EMPLOYED,61000,0.46,D,24.9,CLEAR,VERIFIED,
APP-2026-01348,2026-04-27T10:46:02Z,WEB,CREDIT_CARD_STANDARD,4250,IN_PROGRESS,5,agreement,,,,2026-04-27T19:49:09Z,25-34,GB,SELF_EMPLOYED,54500,0.33,B,24.9,CLEAR,VERIFIED,
APP-2026-01347,2026-04-27T14:50:41Z,AGGREGATOR,CREDIT_CARD_STUDENT,8500,IN_PROGRESS,4,credit,,,,2026-04-27T19:49:11Z,25-34,GB,PERMANENT,26500,0.53,E,24.9,CLEAR,VERIFIED,
APP-2026-01353,2026-04-27T13:34:16Z,MOBILE_APP,CREDIT_CARD_STANDARD,18750,REJECTED,4,credit,CRE_AFFORDABILITY_EXCEEDED,2026-04-27T20:12:41Z,,2026-04-27T20:12:41Z,25-34,GB,PERMANENT,25500,0.47,D,19.9,CLEAR,VERIFIED,
APP-2026-01352,2026-04-27T20:15:38Z,MOBILE_APP,CREDIT_CARD_STANDARD,3500,IN_PROGRESS,2,kyc,,,,2026-04-27T20:55:56Z,35-44,GB,CONTRACT,37500,0.48,D,24.9,,,
APP-2026-01355,2026-04-27T19:08:28Z,MOBILE_APP,CREDIT_CARD_REWARDS,7500,IN_PROGRESS,4,credit,,,,2026-04-27T23:15:00Z,25-34,GB,PERMANENT,49500,0.24,A,24.9,CLEAR,VERIFIED,
APP-2026-01342,2026-04-26T11:27:33Z,WEB,CREDIT_CARD_STUDENT,6750,IN_PROGRESS,6,account,,,,2026-04-27T23:24:56Z,25-34,GB,PERMANENT,39500,0.34,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-01351,2026-04-27T16:02:54Z,WEB,CREDIT_CARD_STANDARD,4500,IN_PROGRESS,5,agreement,,,,2026-04-27T23:48:27Z,25-34,GB,RETIRED,13500,0.41,D,24.9,CLEAR,VERIFIED,
