application_id,submitted_at,channel,product_code,requested_limit,status,steps_reached,stopped_at_step,decline_reason_code,decided_at,granted_limit,last_updated_at,age_band,residence_country,employment_status,annual_income,dti_ratio,credit_band,apr,screening_outcome,kyc_outcome,agreement_outcome
APP-2026-00302,2026-01-28T17:45:49Z,MOBILE_APP,CREDIT_CARD_STANDARD,4750,COMPLETED,8,,,2026-01-30T00:04:24Z,4750.0,2026-01-30T00:04:24Z,18-24,GB,PERMANENT,28000,0.29,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00315,2026-01-29T18:41:16Z,WEB,CREDIT_CARD_REWARDS,23500,REJECTED,4,credit,CRE_INCOME_BELOW_MINIMUM,2026-01-30T03:36:37Z,,2026-01-30T03:36:37Z,65+,GB,UNEMPLOYED,8500,0.3,D,19.9,CLEAR,VERIFIED,
APP-2026-00291,2026-01-27T13:47:07Z,AGGREGATOR,CREDIT_CARD_STUDENT,5000,COMPLETED,8,,,2026-01-30T05:00:07Z,5000.0,2026-01-30T05:00:07Z,45-54,IE,CONTRACT,36000,0.2,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00306,2026-01-29T09:22:56Z,AGGREGATOR,CREDIT_CARD_STANDARD,10000,COMPLETED,8,,,2026-01-30T05:47:33Z,5000.0,2026-01-30T05:47:33Z,35-44,GB,UNEMPLOYED,10500,0.31,D,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-00307,2026-01-29T09:49:43Z,BRANCH,CREDIT_CARD_STANDARD,5500,COMPLETED,8,,,2026-01-30T11:25:45Z,5500.0,2026-01-30T11:25:45Z,25-34,IE,SELF_EMPLOYED,51500,0.25,A,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-00288,2026-01-27T17:42:25Z,MOBILE_APP,CREDIT_CARD_STANDARD,5750,COMPLETED,8,,,2026-01-30T14:15:14Z,5750.0,2026-01-30T14:15:14Z,65+,GB,PERMANENT,63500,0.53,E,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00324,2026-01-30T11:04:13Z,WEB,CREDIT_CARD_STUDENT,15500,REFERRED,2,kyc,KYC_LOW_CONFIDENCE,2026-01-30T14:59:24Z,,2026-01-30T14:59:24Z,25-34,GB,PERMANENT,23500,0.21,C,19.9,,REVIEW,
APP-2026-00322,2026-01-30T10:15:04Z,MOBILE_APP,CREDIT_CARD_STUDENT,3000,IN_PROGRESS,5,agreement,,,,2026-01-30T17:29:46Z,25-34,GB,PERMANENT,43000,0.23,B,24.9,CLEAR,VERIFIED,
APP-2026-00323,2026-01-30T14:27:59Z,MOBILE_APP,CREDIT_CARD_STANDARD,4500,IN_PROGRESS,5,agreement,,,,2026-01-30T18:08:22Z,25-34,GB,PERMANENT,12000,0.46,D,24.9,CLEAR,VERIFIED,
APP-2026-00289,2026-01-27T21:25:47Z,WEB,CREDIT_CARD_REWARDS,5500,COMPLETED,8,,,2026-01-30T18:20:54Z,5500.0,2026-01-30T18:20:54Z,65+,NL,SELF_EMPLOYED,21000,0.36,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00320,2026-01-30T11:11:49Z,BRANCH,CREDIT_CARD_STANDARD,4750,IN_PROGRESS,5,agreement,,,,2026-01-30T20:04:25Z,25-34,GB,PERMANENT,50500,0.25,A,24.9,CLEAR,VERIFIED,
APP-2026-00325,2026-01-30T11:21:26Z,MOBILE_APP,CREDIT_CARD_STANDARD,6750,REJECTED,4,credit,CRE_INCOME_BELOW_MINIMUM,2026-01-30T20:18:33Z,,2026-01-30T20:18:33Z,18-24,GB,PERMANENT,79000,0.49,D,24.9,CLEAR,VERIFIED,
APP-2026-00318,2026-01-30T14:27:24Z,MOBILE_APP,CREDIT_CARD_STUDENT,9500,REJECTED,4,credit,CRE_AFFORDABILITY_EXCEEDED,2026-01-30T21:31:55Z,,2026-01-30T21:31:55Z,18-24,PL,PERMANENT,27500,0.2,C,19.9,CLEAR,VERIFIED,
APP-2026-00299,2026-01-28T11:46:39Z,MOBILE_APP,CREDIT_CARD_REWARDS,9250,COMPLETED,8,,,2026-01-30T21:38:09Z,9250.0,2026-01-30T21:38:09Z,18-24,GB,PERMANENT,54500,0.27,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00321,2026-01-30T21:08:58Z,MOBILE_APP,CREDIT_CARD_STUDENT,3750,IN_PROGRESS,2,kyc,,,,2026-01-30T21:43:55Z,35-44,PL,SELF_EMPLOYED,30000,0.4,C,24.9,,,
APP-2026-00326,2026-01-30T16:28:50Z,AGGREGATOR,CREDIT_CARD_REWARDS,21000,IN_PROGRESS,5,agreement,,,,2026-01-30T22:18:11Z,25-34,GB,SELF_EMPLOYED,14000,0.4,D,19.9,CLEAR,VERIFIED,
APP-2026-00319,2026-01-30T19:09:57Z,WEB,CREDIT_CARD_STUDENT,7250,REJECTED,4,credit,CRE_INCOME_BELOW_MINIMUM,2026-01-30T23:18:55Z,,2026-01-30T23:18:55Z,55-64,FR,RETIRED,30000,0.38,C,24.9,CLEAR,VERIFIED,
APP-2026-00327,2026-01-30T21:16:48Z,BRANCH,CREDIT_CARD_STANDARD,3250,IN_PROGRESS,3,screening,,,,2026-01-30T23:43:56Z,18-24,GB,PERMANENT,29000,0.4,C,24.9,,VERIFIED,
