application_id,submitted_at,channel,product_code,requested_limit,status,steps_reached,stopped_at_step,decline_reason_code,decided_at,granted_limit,last_updated_at,age_band,residence_country,employment_status,annual_income,dti_ratio,credit_band,apr,screening_outcome,kyc_outcome,agreement_outcome
APP-2026-00920,2026-03-19T14:21:09Z,WEB,CREDIT_CARD_REWARDS,2750,IN_PROGRESS,5,agreement,,,,2026-03-20T00:44:55Z,65+,GB,SELF_EMPLOYED,48000,0.36,C,24.9,CLEAR,VERIFIED,
APP-2026-00923,2026-03-19T17:54:19Z,AGGREGATOR,CREDIT_CARD_REWARDS,3250,IN_PROGRESS,5,agreement,,,,2026-03-20T02:12:09Z,55-64,GB,SELF_EMPLOYED,17000,0.29,D,24.9,CLEAR,VERIFIED,
APP-2026-00905,2026-03-17T17:26:27Z,BRANCH,CREDIT_CARD_STUDENT,19250,COMPLETED,8,,,2026-03-20T02:48:19Z,11750.0,2026-03-20T02:48:19Z,35-44,FR,PERMANENT,42000,0.25,B,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-00929,2026-03-19T21:27:16Z,AGGREGATOR,CREDIT_CARD_STANDARD,2250,IN_PROGRESS,5,agreement,,,,2026-03-20T04:30:25Z,25-34,FR,RETIRED,24500,0.47,D,24.9,CLEAR,VERIFIED,
APP-2026-00913,2026-03-18T20:27:59Z,MOBILE_APP,CREDIT_CARD_STANDARD,1500,COMPLETED,8,,,2026-03-20T07:46:25Z,1000.0,2026-03-20T07:46:25Z,25-34,GB,UNEMPLOYED,4000,0.28,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00908,2026-03-18T10:57:13Z,MOBILE_APP,CREDIT_CARD_STUDENT,6000,COMPLETED,8,,,2026-03-20T10:39:00Z,6000.0,2026-03-20T10:39:00Z,35-44,GB,RETIRED,33500,0.41,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00939,2026-03-20T10:48:06Z,WEB,CREDIT_CARD_STUDENT,7750,REFERRED,0,verification,VER_INVALID_FIELD,2026-03-20T11:18:53Z,,2026-03-20T11:18:53Z,35-44,GB,STUDENT,5500,0.35,D,24.9,,,
APP-2026-00916,2026-03-18T21:30:19Z,AGGREGATOR,CREDIT_CARD_STANDARD,18000,COMPLETED,8,,,2026-03-20T12:38:52Z,12000.0,2026-03-20T12:38:52Z,25-34,GB,CONTRACT,43000,0.41,C,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-00919,2026-03-18T10:20:14Z,WEB,CREDIT_CARD_REWARDS,6000,COMPLETED,8,,,2026-03-20T13:06:35Z,6000.0,2026-03-20T13:06:35Z,18-24,GB,SELF_EMPLOYED,25000,0.38,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00935,2026-03-20T14:19:55Z,MOBILE_APP,CREDIT_CARD_REWARDS,1250,FAILED,2,kyc,KYC_PROVIDER_UNAVAILABLE,2026-03-20T15:24:28Z,,2026-03-20T15:24:28Z,35-44,NL,SELF_EMPLOYED,54500,0.43,C,24.9,,FAILED,
APP-2026-00925,2026-03-19T16:46:15Z,AGGREGATOR,CREDIT_CARD_STANDARD,4500,COMPLETED,8,,,2026-03-20T15:32:37Z,4500.0,2026-03-20T15:32:37Z,18-24,GB,PERMANENT,38500,0.45,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00926,2026-03-19T18:52:40Z,WEB,CREDIT_CARD_STANDARD,13000,REJECTED,6,account,ACC_DUPLICATE_PREVENTED,2026-03-20T16:36:21Z,,2026-03-20T16:36:21Z,35-44,IE,PERMANENT,54500,0.49,D,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-00924,2026-03-19T17:27:44Z,WEB,CREDIT_CARD_REWARDS,8500,COMPLETED,8,,,2026-03-20T16:57:52Z,8500.0,2026-03-20T16:57:52Z,45-54,GB,PERMANENT,39000,0.41,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00928,2026-03-19T11:05:14Z,WEB,CREDIT_CARD_STUDENT,5500,COMPLETED,8,,,2026-03-20T17:28:52Z,3000.0,2026-03-20T17:28:52Z,45-54,GB,UNEMPLOYED,11500,0.44,D,24.9,CLEAR,VERIFIED,SIGNED
