application_id,submitted_at,channel,product_code,requested_limit,status,steps_reached,stopped_at_step,decline_reason_code,decided_at,granted_limit,last_updated_at,age_band,residence_country,employment_status,annual_income,dti_ratio,credit_band,apr,screening_outcome,kyc_outcome,agreement_outcome
APP-2026-00086,2026-01-08T17:34:52Z,WEB,CREDIT_CARD_STANDARD,9500,IN_PROGRESS,5,agreement,,,,2026-01-09T01:53:59Z,25-34,PL,CONTRACT,58500,0.31,B,24.9,CLEAR,VERIFIED,
APP-2026-00082,2026-01-08T09:30:06Z,WEB,CREDIT_CARD_REWARDS,9750,COMPLETED,8,,,2026-01-09T04:04:26Z,7500.0,2026-01-09T04:04:26Z,45-54,GB,SELF_EMPLOYED,27000,0.35,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00066,2026-01-07T15:10:25Z,MOBILE_APP,CREDIT_CARD_REWARDS,4250,COMPLETED,8,,,2026-01-09T04:11:28Z,4250.0,2026-01-09T04:11:28Z,25-34,GB,CONTRACT,41500,0.19,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00068,2026-01-07T17:44:04Z,MOBILE_APP,CREDIT_CARD_STANDARD,11750,COMPLETED,8,,,2026-01-09T07:36:28Z,11750.0,2026-01-09T07:36:28Z,18-24,GB,SELF_EMPLOYED,51000,0.31,B,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-00084,2026-01-08T16:38:24Z,WEB,CREDIT_CARD_REWARDS,4500,COMPLETED,8,,,2026-01-09T09:45:30Z,4500.0,2026-01-09T09:45:30Z,45-54,PL,PERMANENT,26500,0.4,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00054,2026-01-06T12:31:33Z,MOBILE_APP,CREDIT_CARD_STUDENT,4750,COMPLETED,8,,,2026-01-09T11:48:20Z,4750.0,2026-01-09T11:48:20Z,25-34,GB,PERMANENT,24500,0.24,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00090,2026-01-09T10:25:40Z,WEB,CREDIT_CARD_REWARDS,6250,REJECTED,2,kyc,KYC_DOCUMENT_EXPIRED,2026-01-09T14:13:59Z,,2026-01-09T14:13:59Z,35-44,GB,CONTRACT,23000,0.42,C,24.9,,FAILED,
APP-2026-00095,2026-01-09T11:49:57Z,MOBILE_APP,CREDIT_CARD_STUDENT,2500,IN_PROGRESS,5,agreement,,,,2026-01-09T16:25:27Z,25-34,NL,PERMANENT,85000,0.48,D,24.9,CLEAR,VERIFIED,
APP-2026-00070,2026-01-07T16:36:38Z,WEB,CREDIT_CARD_STUDENT,5000,COMPLETED,8,,,2026-01-09T17:52:18Z,5000.0,2026-01-09T17:52:18Z,18-24,GB,PERMANENT,93500,0.36,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00091,2026-01-09T14:24:05Z,WEB,CREDIT_CARD_STANDARD,7250,IN_PROGRESS,5,agreement,,,,2026-01-09T18:56:50Z,35-44,GB,PERMANENT,21000,0.4,C,24.9,CLEAR,VERIFIED,
APP-2026-00097,2026-01-09T14:09:00Z,WEB,CREDIT_CARD_STUDENT,8250,IN_PROGRESS,4,credit,,,,2026-01-09T18:57:29Z,25-34,GB,PERMANENT,45500,0.52,D,24.9,CLEAR,VERIFIED,
APP-2026-00100,2026-01-09T10:01:04Z,WEB,CREDIT_CARD_STANDARD,7500,IN_PROGRESS,5,agreement,,,,2026-01-09T19:19:53Z,35-44,PL,PERMANENT,57500,0.34,B,19.9,CLEAR,VERIFIED,
APP-2026-00089,2026-01-09T11:36:54Z,MOBILE_APP,CREDIT_CARD_STUDENT,4750,REJECTED,4,credit,CRE_AFFORDABILITY_EXCEEDED,2026-01-09T19:52:07Z,,2026-01-09T19:52:07Z,25-34,GB,PERMANENT,26000,0.28,C,24.9,CLEAR,VERIFIED,
APP-2026-00094,2026-01-09T20:39:38Z,BRANCH,CREDIT_CARD_STANDARD,4250,REJECTED,1,policy,POL_EXISTING_PRODUCT_HELD,2026-01-09T20:58:04Z,,2026-01-09T20:58:04Z,35-44,GB,PERMANENT,13000,0.25,D,24.9,,,
APP-2026-00092,2026-01-09T15:49:44Z,AGGREGATOR,CREDIT_CARD_STUDENT,12750,IN_PROGRESS,5,agreement,,,,2026-01-09T21:03:15Z,25-34,GB,SELF_EMPLOYED,31000,0.24,B,19.9,CLEAR,VERIFIED,
APP-2026-00098,2026-01-09T19:44:57Z,WEB,CREDIT_CARD_STUDENT,1000,IN_PROGRESS,4,credit,,,,2026-01-09T21:06:20Z,35-44,GB,UNEMPLOYED,11000,0.52,D,24.9,CLEAR,VERIFIED,
APP-2026-00076,2026-01-07T10:11:59Z,WEB,CREDIT_CARD_REWARDS,1500,COMPLETED,8,,,2026-01-09T21:15:33Z,1500.0,2026-01-09T21:15:33Z,45-54,GB,PERMANENT,54000,0.37,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00099,2026-01-09T15:29:16Z,WEB,CREDIT_CARD_STUDENT,6000,IN_PROGRESS,5,agreement,,,,2026-01-09T21:17:46Z,55-64,GB,SELF_EMPLOYED,36000,0.42,C,24.9,CLEAR,VERIFIED,
APP-2026-00101,2026-01-09T19:12:41Z,AGGREGATOR,CREDIT_CARD_REWARDS,1250,IN_PROGRESS,4,credit,,,,2026-01-09T21:49:12Z,18-24,GB,PERMANENT,29000,0.24,C,24.9,CLEAR,VERIFIED,
APP-2026-00096,2026-01-09T19:14:20Z,WEB,CREDIT_CARD_STUDENT,1000,IN_PROGRESS,4,credit,,,,2026-01-09T22:32:37Z,55-64,GB,PERMANENT,10000,0.44,D,24.9,CLEAR,VERIFIED,
APP-2026-00074,2026-01-07T17:03:39Z,MOBILE_APP,CREDIT_CARD_STANDARD,2750,COMPLETED,8,,,2026-01-09T22:38:44Z,2750.0,2026-01-09T22:38:44Z,45-54,GB,SELF_EMPLOYED,17500,0.24,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00072,2026-01-07T13:59:12Z,AGGREGATOR,CREDIT_CARD_REWARDS,15500,COMPLETED,8,,,2026-01-09T23:02:41Z,11500.0,2026-01-09T23:02:41Z,25-34,IE,SELF_EMPLOYED,41500,0.38,C,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-00093,2026-01-09T14:13:02Z,WEB,CREDIT_CARD_STUDENT,7250,IN_PROGRESS,5,agreement,,,,2026-01-09T23:09:42Z,55-64,GB,PERMANENT,70000,0.17,A,19.9,CLEAR,VERIFIED,
