application_id,submitted_at,channel,product_code,requested_limit,status,steps_reached,stopped_at_step,decline_reason_code,decided_at,granted_limit,last_updated_at,age_band,residence_country,employment_status,annual_income,dti_ratio,credit_band,apr,screening_outcome,kyc_outcome,agreement_outcome
APP-2026-02087,2026-06-29T13:06:44Z,AGGREGATOR,CREDIT_CARD_STUDENT,13250,COMPLETED,8,,,2026-06-30T01:43:18Z,13250.0,2026-06-30T01:43:18Z,18-24,GB,SELF_EMPLOYED,106500,0.2,A,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-02086,2026-06-29T21:00:49Z,WEB,CREDIT_CARD_STANDARD,3000,REJECTED,4,credit,CRE_INCOME_BELOW_MINIMUM,2026-06-30T03:25:51Z,,2026-06-30T03:25:51Z,45-54,GB,PERMANENT,53000,0.49,D,24.9,CLEAR,VERIFIED,
APP-2026-02079,2026-06-29T20:48:39Z,WEB,CREDIT_CARD_REWARDS,24250,REJECTED,4,credit,CRE_INCOME_BELOW_MINIMUM,2026-06-30T04:59:06Z,,2026-06-30T04:59:06Z,55-64,GB,PERMANENT,17000,0.25,D,19.9,CLEAR,VERIFIED,
APP-2026-02066,2026-06-27T17:47:20Z,MOBILE_APP,CREDIT_CARD_STANDARD,2250,COMPLETED,8,,,2026-06-30T05:56:22Z,2250.0,2026-06-30T05:56:22Z,25-34,GB,PERMANENT,19500,0.4,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-02077,2026-06-29T17:55:41Z,WEB,CREDIT_CARD_REWARDS,4750,COMPLETED,8,,,2026-06-30T08:47:57Z,4750.0,2026-06-30T08:47:57Z,35-44,GB,PERMANENT,72000,0.44,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-02071,2026-06-28T17:25:17Z,MOBILE_APP,CREDIT_CARD_STANDARD,5500,COMPLETED,8,,,2026-06-30T09:21:01Z,5500.0,2026-06-30T09:21:01Z,18-24,FR,CONTRACT,34000,0.39,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-02085,2026-06-29T14:33:07Z,MOBILE_APP,CREDIT_CARD_STUDENT,6750,COMPLETED,8,,,2026-06-30T11:39:09Z,6750.0,2026-06-30T11:39:09Z,45-54,GB,PERMANENT,39000,0.32,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-02094,2026-06-30T11:25:58Z,MOBILE_APP,CREDIT_CARD_REWARDS,7750,REJECTED,1,policy,POL_EXISTING_PRODUCT_HELD,2026-06-30T12:25:44Z,,2026-06-30T12:25:44Z,25-34,GB,RETIRED,19000,0.33,D,19.9,,,
APP-2026-02064,2026-06-27T16:57:45Z,AGGREGATOR,CREDIT_CARD_STUDENT,5750,COMPLETED,8,,,2026-06-30T15:57:40Z,5750.0,2026-06-30T15:57:40Z,65+,GB,PERMANENT,33500,0.23,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-02095,2026-06-30T15:46:18Z,WEB,CREDIT_CARD_REWARDS,11250,REJECTED,1,policy,POL_EXISTING_PRODUCT_HELD,2026-06-30T16:04:25Z,,2026-06-30T16:04:25Z,25-34,GB,UNEMPLOYED,4000,0.47,D,19.9,,,
APP-2026-02075,2026-06-28T11:15:06Z,AGGREGATOR,CREDIT_CARD_STANDARD,9500,COMPLETED,8,,,2026-06-30T17:14:27Z,9500.0,2026-06-30T17:14:27Z,55-64,GB,PERMANENT,47000,0.32,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-02097,2026-06-30T14:02:08Z,AGGREGATOR,CREDIT_CARD_REWARDS,6250,REJECTED,3,screening,SCR_EXACT_MATCH,2026-06-30T18:14:51Z,,2026-06-30T18:14:51Z,25-34,GB,RETIRED,21000,0.33,C,24.9,HIT,VERIFIED,
APP-2026-02096,2026-06-30T15:25:37Z,WEB,CREDIT_CARD_STANDARD,11000,IN_PROGRESS,5,agreement,,,,2026-06-30T18:43:28Z,35-44,DE,PERMANENT,38500,0.27,B,19.9,CLEAR,VERIFIED,
APP-2026-02099,2026-06-30T11:30:37Z,BRANCH,CREDIT_CARD_STANDARD,6750,IN_PROGRESS,5,agreement,,,,2026-06-30T18:45:36Z,25-34,GB,CONTRACT,25000,0.22,C,24.9,CLEAR,VERIFIED,
