application_id,submitted_at,channel,product_code,requested_limit,status,steps_reached,stopped_at_step,decline_reason_code,decided_at,granted_limit,last_updated_at,age_band,residence_country,employment_status,annual_income,dti_ratio,credit_band,apr,screening_outcome,kyc_outcome,agreement_outcome
APP-2026-02246,2026-07-11T18:18:53Z,AGGREGATOR,CREDIT_CARD_REWARDS,2250,COMPLETED,8,,,2026-07-13T00:48:43Z,2250.0,2026-07-13T00:48:43Z,55-64,NL,PERMANENT,18500,0.45,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-02248,2026-07-12T21:09:47Z,WEB,CREDIT_CARD_STUDENT,5500,REFERRED,4,credit,CRE_AFFORDABILITY_EXCEEDED,2026-07-13T01:55:09Z,,2026-07-13T01:55:09Z,55-64,PL,PERMANENT,34000,0.42,C,19.9,CLEAR,VERIFIED,
APP-2026-02240,2026-07-11T10:46:50Z,MOBILE_APP,CREDIT_CARD_REWARDS,19500,COMPLETED,8,,,2026-07-13T04:05:11Z,8500.0,2026-07-13T04:05:11Z,55-64,ES,PERMANENT,31000,0.31,B,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-02249,2026-07-12T20:53:43Z,BRANCH,CREDIT_CARD_REWARDS,9750,IN_PROGRESS,5,agreement,,,,2026-07-13T04:40:27Z,35-44,PL,PERMANENT,37500,0.42,C,19.9,CLEAR,VERIFIED,
APP-2026-02253,2026-07-12T17:07:31Z,AGGREGATOR,CREDIT_CARD_REWARDS,6750,COMPLETED,8,,,2026-07-13T05:01:29Z,6750.0,2026-07-13T05:01:29Z,25-34,FR,PERMANENT,55000,0.29,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-02242,2026-07-11T14:38:12Z,AGGREGATOR,CREDIT_CARD_STANDARD,12000,COMPLETED,8,,,2026-07-13T08:28:35Z,9500.0,2026-07-13T08:28:35Z,25-34,GB,PERMANENT,34000,0.33,B,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-02256,2026-07-13T10:21:51Z,WEB,CREDIT_CARD_REWARDS,5500,REFERRED,2,kyc,KYC_LOW_CONFIDENCE,2026-07-13T12:27:24Z,,2026-07-13T12:27:24Z,25-34,DE,PERMANENT,19500,0.3,D,24.9,,REVIEW,
APP-2026-02263,2026-07-13T09:40:31Z,MOBILE_APP,CREDIT_CARD_REWARDS,2000,REFERRED,2,kyc,KYC_LOW_CONFIDENCE,2026-07-13T13:37:12Z,,2026-07-13T13:37:12Z,35-44,GB,CONTRACT,46000,0.32,B,24.9,,REVIEW,
APP-2026-02262,2026-07-13T13:15:24Z,WEB,CREDIT_CARD_STANDARD,18250,REFERRED,1,policy,POL_TAX_RESIDENCY_UNSUPPORTED,2026-07-13T13:43:16Z,,2026-07-13T13:43:16Z,25-34,GB,CONTRACT,50000,0.32,B,19.9,,,
APP-2026-02267,2026-07-13T10:28:06Z,WEB,CREDIT_CARD_STANDARD,19250,IN_PROGRESS,5,agreement,,,,2026-07-13T14:46:40Z,25-34,FR,SELF_EMPLOYED,66000,0.41,C,19.9,CLEAR,VERIFIED,
