application_id,submitted_at,channel,product_code,requested_limit,status,steps_reached,stopped_at_step,decline_reason_code,decided_at,granted_limit,last_updated_at,age_band,residence_country,employment_status,annual_income,dti_ratio,credit_band,apr,screening_outcome,kyc_outcome,agreement_outcome
APP-2026-00937,2026-03-20T17:35:01Z,MOBILE_APP,CREDIT_CARD_STUDENT,2750,REFERRED,4,credit,CRE_AFFORDABILITY_EXCEEDED,2026-03-21T00:05:23Z,,2026-03-21T00:05:23Z,25-34,GB,PERMANENT,44000,0.44,C,24.9,CLEAR,VERIFIED,
APP-2026-00931,2026-03-20T18:25:47Z,BRANCH,CREDIT_CARD_REWARDS,4250,IN_PROGRESS,5,agreement,,,,2026-03-21T00:10:58Z,25-34,GB,PERMANENT,57000,0.39,C,24.9,CLEAR,VERIFIED,
APP-2026-00942,2026-03-20T11:24:52Z,BRANCH,CREDIT_CARD_STANDARD,25000,COMPLETED,8,,,2026-03-21T02:26:15Z,9250.0,2026-03-21T02:26:15Z,55-64,GB,PERMANENT,33500,0.32,B,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-00933,2026-03-20T09:28:35Z,WEB,CREDIT_CARD_STUDENT,8500,COMPLETED,8,,,2026-03-21T03:35:23Z,6000.0,2026-03-21T03:35:23Z,55-64,GB,PERMANENT,21500,0.34,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00934,2026-03-20T21:17:28Z,WEB,CREDIT_CARD_STUDENT,12750,IN_PROGRESS,5,agreement,,,,2026-03-21T06:22:09Z,35-44,GB,PERMANENT,41000,0.39,C,19.9,CLEAR,VERIFIED,
APP-2026-00917,2026-03-18T10:58:10Z,MOBILE_APP,CREDIT_CARD_STANDARD,9500,COMPLETED,8,,,2026-03-21T07:44:11Z,7500.0,2026-03-21T07:44:11Z,45-54,GB,CONTRACT,27500,0.4,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00920,2026-03-19T14:21:09Z,WEB,CREDIT_CARD_STUDENT,2750,COMPLETED,8,,,2026-03-21T08:17:22Z,2750.0,2026-03-21T08:17:22Z,65+,GB,SELF_EMPLOYED,48000,0.36,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00946,2026-03-21T10:42:19Z,MOBILE_APP,CREDIT_CARD_REWARDS,9000,IN_PROGRESS,5,agreement,,,,2026-03-21T18:39:32Z,35-44,GB,PERMANENT,78500,0.37,C,24.9,CLEAR,VERIFIED,
APP-2026-00947,2026-03-21T11:45:38Z,MOBILE_APP,CREDIT_CARD_STUDENT,2500,IN_PROGRESS,5,agreement,,,,2026-03-21T18:45:47Z,55-64,PL,CONTRACT,66500,0.35,C,24.9,CLEAR,VERIFIED,
APP-2026-00944,2026-03-21T16:09:03Z,WEB,CREDIT_CARD_REWARDS,11000,IN_PROGRESS,5,agreement,,,,2026-03-21T19:58:21Z,18-24,PL,PERMANENT,32500,0.29,B,19.9,CLEAR,VERIFIED,
APP-2026-00949,2026-03-21T17:28:15Z,WEB,CREDIT_CARD_STANDARD,24750,REFERRED,3,screening,SCR_PARTIAL_MATCH,2026-03-21T20:11:13Z,,2026-03-21T20:11:13Z,45-54,GB,PERMANENT,38500,0.31,B,19.9,REVIEW,VERIFIED,
APP-2026-00892,2026-03-17T11:35:39Z,WEB,CREDIT_CARD_STUDENT,5750,COMPLETED,8,,,2026-03-21T20:27:20Z,4500.0,2026-03-21T20:27:20Z,55-64,GB,PERMANENT,19500,0.45,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00948,2026-03-21T20:23:50Z,MOBILE_APP,CREDIT_CARD_REWARDS,9500,REJECTED,0,verification,VER_TERMS_NOT_ACCEPTED,2026-03-21T20:43:22Z,,2026-03-21T20:43:22Z,45-54,GB,PERMANENT,50000,0.46,D,24.9,,,
APP-2026-00945,2026-03-21T18:00:12Z,WEB,CREDIT_CARD_STANDARD,3250,IN_PROGRESS,4,credit,,,,2026-03-21T20:45:10Z,35-44,GB,PERMANENT,31500,0.35,C,24.9,CLEAR,VERIFIED,
APP-2026-00923,2026-03-19T17:54:19Z,AGGREGATOR,CREDIT_CARD_REWARDS,3250,COMPLETED,8,,,2026-03-21T21:04:31Z,3250.0,2026-03-21T21:04:31Z,55-64,GB,SELF_EMPLOYED,17000,0.29,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00922,2026-03-19T11:01:02Z,MOBILE_APP,CREDIT_CARD_STANDARD,7750,COMPLETED,8,,,2026-03-21T21:08:58Z,7750.0,2026-03-21T21:08:58Z,18-24,PL,CONTRACT,37000,0.2,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00938,2026-03-20T11:16:25Z,WEB,CREDIT_CARD_STUDENT,19000,COMPLETED,8,,,2026-03-21T22:01:12Z,19000.0,2026-03-21T22:01:12Z,25-34,GB,PERMANENT,91500,0.16,A,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-00929,2026-03-19T21:27:16Z,AGGREGATOR,CREDIT_CARD_REWARDS,2250,IN_PROGRESS,7,card,,,,2026-03-21T22:05:50Z,25-34,FR,RETIRED,24500,0.47,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00950,2026-03-21T21:36:37Z,WEB,CREDIT_CARD_STUDENT,6250,IN_PROGRESS,2,kyc,,,,2026-03-21T22:10:42Z,55-64,IE,PERMANENT,40000,0.38,C,24.9,,,
APP-2026-00943,2026-03-20T11:37:31Z,MOBILE_APP,CREDIT_CARD_REWARDS,3000,IN_PROGRESS,6,account,,,,2026-03-21T22:58:47Z,65+,PL,PERMANENT,22000,0.37,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00932,2026-03-20T17:26:28Z,WEB,CREDIT_CARD_REWARDS,7000,COMPLETED,8,,,2026-03-21T23:38:05Z,5000.0,2026-03-21T23:38:05Z,25-34,ES,STUDENT,8500,0.3,D,19.9,CLEAR,VERIFIED,SIGNED
