application_id,submitted_at,channel,product_code,requested_limit,status,steps_reached,stopped_at_step,decline_reason_code,decided_at,granted_limit,last_updated_at,age_band,residence_country,employment_status,annual_income,dti_ratio,credit_band,apr,screening_outcome,kyc_outcome,agreement_outcome
APP-2026-00467,2026-02-12T09:19:16Z,WEB,CREDIT_CARD_REWARDS,6500,COMPLETED,8,,,2026-02-15T02:28:56Z,6500.0,2026-02-15T02:28:56Z,55-64,GB,PERMANENT,39500,0.39,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00488,2026-02-13T21:32:31Z,MOBILE_APP,CREDIT_CARD_STANDARD,5500,COMPLETED,8,,,2026-02-15T02:52:16Z,5500.0,2026-02-15T02:52:16Z,25-34,GB,SELF_EMPLOYED,61000,0.52,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00469,2026-02-12T21:25:34Z,WEB,CREDIT_CARD_STUDENT,1750,COMPLETED,8,,,2026-02-15T03:03:51Z,1750.0,2026-02-15T03:03:51Z,18-24,GB,SELF_EMPLOYED,23000,0.38,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00504,2026-02-14T11:59:06Z,AGGREGATOR,CREDIT_CARD_STANDARD,4000,COMPLETED,8,,,2026-02-15T03:41:45Z,3500.0,2026-02-15T03:41:45Z,18-24,GB,SELF_EMPLOYED,13000,0.41,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00506,2026-02-14T10:02:39Z,WEB,CREDIT_CARD_REWARDS,5250,COMPLETED,8,,,2026-02-15T05:32:26Z,5250.0,2026-02-15T05:32:26Z,25-34,DE,CONTRACT,44000,0.25,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00487,2026-02-13T18:28:38Z,AGGREGATOR,CREDIT_CARD_STUDENT,3500,COMPLETED,8,,,2026-02-15T08:31:48Z,3500.0,2026-02-15T08:31:48Z,45-54,GB,SELF_EMPLOYED,22500,0.47,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00493,2026-02-13T11:47:56Z,WEB,CREDIT_CARD_STUDENT,1750,COMPLETED,8,,,2026-02-15T09:11:47Z,1750.0,2026-02-15T09:11:47Z,25-34,GB,CONTRACT,34000,0.33,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00477,2026-02-12T20:22:49Z,MOBILE_APP,CREDIT_CARD_REWARDS,18000,COMPLETED,8,,,2026-02-15T11:58:13Z,11000.0,2026-02-15T11:58:13Z,25-34,FR,SELF_EMPLOYED,40000,0.27,B,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-00507,2026-02-14T18:26:51Z,WEB,CREDIT_CARD_STUDENT,8500,COMPLETED,8,,,2026-02-15T13:02:13Z,6250.0,2026-02-15T13:02:13Z,25-34,GB,PERMANENT,23000,0.34,C,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00516,2026-02-15T10:50:53Z,WEB,CREDIT_CARD_STUDENT,9250,IN_PROGRESS,5,agreement,,,,2026-02-15T15:32:22Z,18-24,GB,SELF_EMPLOYED,44000,0.39,C,24.9,CLEAR,VERIFIED,
APP-2026-00515,2026-02-15T13:57:02Z,MOBILE_APP,CREDIT_CARD_STUDENT,7750,REJECTED,3,screening,SCR_EXACT_MATCH,2026-02-15T17:02:53Z,,2026-02-15T17:02:53Z,18-24,RU,PERMANENT,158500,0.36,C,24.9,HIT,VERIFIED,
APP-2026-00513,2026-02-15T10:04:09Z,WEB,CREDIT_CARD_STANDARD,5000,IN_PROGRESS,5,agreement,,,,2026-02-15T17:18:09Z,25-34,GB,PERMANENT,31000,0.32,B,24.9,CLEAR,VERIFIED,
APP-2026-00518,2026-02-15T11:16:10Z,MOBILE_APP,CREDIT_CARD_STANDARD,8000,IN_PROGRESS,5,agreement,,,,2026-02-15T17:30:24Z,35-44,GB,PERMANENT,41500,0.42,C,24.9,CLEAR,VERIFIED,
APP-2026-00495,2026-02-13T10:24:23Z,AGGREGATOR,CREDIT_CARD_STUDENT,21500,COMPLETED,8,,,2026-02-15T18:28:36Z,9000.0,2026-02-15T18:28:36Z,18-24,GB,PERMANENT,37500,0.43,C,19.9,CLEAR,VERIFIED,SIGNED
APP-2026-00517,2026-02-15T16:56:07Z,WEB,CREDIT_CARD_REWARDS,2000,IN_PROGRESS,4,credit,,,,2026-02-15T19:05:48Z,65+,GB,SELF_EMPLOYED,66000,0.52,D,24.9,CLEAR,VERIFIED,
APP-2026-00511,2026-02-15T14:59:20Z,BRANCH,CREDIT_CARD_REWARDS,7000,IN_PROGRESS,5,agreement,,,,2026-02-15T20:32:07Z,18-24,GB,PERMANENT,62000,0.53,E,24.9,CLEAR,VERIFIED,
APP-2026-00512,2026-02-15T15:49:07Z,AGGREGATOR,CREDIT_CARD_STANDARD,6500,REJECTED,4,credit,CRE_AFFORDABILITY_EXCEEDED,2026-02-15T21:54:39Z,,2026-02-15T21:54:39Z,18-24,DE,SELF_EMPLOYED,103000,0.37,C,19.9,CLEAR,VERIFIED,
APP-2026-00519,2026-02-15T17:08:25Z,WEB,CREDIT_CARD_REWARDS,6500,IN_PROGRESS,4,credit,,,,2026-02-15T22:12:20Z,45-54,PL,PERMANENT,39500,0.29,B,24.9,CLEAR,VERIFIED,
APP-2026-00503,2026-02-14T21:16:36Z,WEB,CREDIT_CARD_STUDENT,15750,REFERRED,5,agreement,AGR_PENDING_SIGNATURE,2026-02-15T22:18:14Z,,2026-02-15T22:18:14Z,55-64,GB,CONTRACT,15000,0.46,D,19.9,CLEAR,VERIFIED,PENDING
APP-2026-00514,2026-02-15T16:10:33Z,BRANCH,CREDIT_CARD_REWARDS,7750,REFERRED,4,credit,CRE_AFFORDABILITY_EXCEEDED,2026-02-15T22:46:40Z,,2026-02-15T22:46:40Z,25-34,GB,PERMANENT,89500,0.42,C,19.9,CLEAR,VERIFIED,
APP-2026-00501,2026-02-14T17:03:51Z,MOBILE_APP,CREDIT_CARD_STANDARD,7750,COMPLETED,8,,,2026-02-15T22:47:04Z,7750.0,2026-02-15T22:47:04Z,18-24,GB,CONTRACT,32000,0.3,B,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00508,2026-02-14T17:10:25Z,MOBILE_APP,CREDIT_CARD_STUDENT,3750,IN_PROGRESS,7,card,,,,2026-02-15T22:48:38Z,25-34,ES,CONTRACT,63000,0.48,D,24.9,CLEAR,VERIFIED,SIGNED
APP-2026-00489,2026-02-13T11:51:49Z,WEB,CREDIT_CARD_REWARDS,3500,COMPLETED,8,,,2026-02-15T23:11:07Z,3500.0,2026-02-15T23:11:07Z,65+,GB,PERMANENT,46500,0.49,D,24.9,CLEAR,VERIFIED,SIGNED
